Date,Province,City or Regency,New Cases,New Deaths,New Recovered,Total Cases,Total Deaths,Total Recovered,Case Fatality Rate,Case Recovered Rate,Population
3/11/2022,Kalimantan Utara,,303,0,374,43392,828,37724,1.91%,86.94%,648407
3/11/2022,Kepulauan Bangka Belitung,,246,3,522,63305,1528,57699,2.41%,91.14%,1379767
3/11/2022,Kepulauan Riau,,193,3,60,67806,1807,58064,2.66%,85.63%,1929400
3/11/2022,Lampung,,264,2,471,70895,4012,52937,5.66%,74.67%,9095591
3/11/2022,Maluku,,2,0,9,18487,284,17992,1.54%,97.32%,1847097
3/11/2022,Maluku Utara,,21,1,38,14133,316,13017,2.24%,92.10%,1307803
3/11/2022,Nusa Tenggara Barat,,18,1,197,35847,881,33997,2.46%,94.84%,5270247
3/11/2022,Nusa Tenggara Timur,,354,4,674,84553,1417,73105,1.68%,86.46%,5411321
3/11/2022,Papua,,65,1,0,47378,574,35579,1.21%,75.10%,4340348
3/11/2022,Papua Barat,,63,0,231,30682,369,28932,1.20%,94.30%,1140701
3/11/2022,Riau,,385,13,509,147704,4282,137671,2.90%,93.21%,6074100
3/11/2022,Sulawesi Barat,,36,0,68,14928,374,13364,2.51%,89.52%,1559984
3/11/2022,Sulawesi Selatan,,287,3,1116,140900,2417,127566,1.72%,90.54%,9426885
3/11/2022,Sulawesi Tengah,,275,1,336,57537,1656,51026,2.88%,88.68%,2955567
3/11/2022,Sulawesi Tenggara,,24,1,106,25268,558,23858,2.21%,94.42%,2635461
3/11/2022,Sulawesi Utara,,41,4,1590,50905,1156,44440,2.27%,87.30%,2641884
3/11/2022,Sumatera Barat,,195,6,213,101965,2256,93842,2.21%,92.03%,5519245
3/11/2022,Sumatera Selatan,,108,7,840,79360,3251,70605,4.10%,88.97%,8217551
3/11/2022,Sumatera Utara,,430,18,1687,151341,3085,133057,2.04%,87.92%,14874889
3/12/2022,Aceh,,112,3,79,42270,2124,38005,5.02%,89.91%,5247257
3/12/2022,Bali,,152,0,304,154921,4513,148498,2.91%,95.85%,4216171
3/12/2022,Banten,,776,3,1109,280564,2894,254589,1.03%,90.74%,10722374
3/12/2022,Bengkulu,,47,1,5,28612,497,24698,1.74%,86.32%,1999539
3/12/2022,DKI Jakarta,,2105,24,4103,1216126,14911,1178267,1.23%,96.89%,10846145
3/12/2022,Daerah Istimewa Yogyakarta,,831,12,1361,212299,5579,172450,2.63%,81.23%,3631015
3/12/2022,Gorontalo,,20,0,21,13630,466,12581,3.42%,92.30%,1180651
3/12/2022,,,14900,248,33733,5878910,151951,5369579,2.58%,91.34%,265185520
3/12/2022,Jambi,,110,3,334,36945,838,33930,2.27%,91.84%,3493357
3/12/2022,Jawa Barat,,3312,13,10065,1070290,15401,959399,1.44%,89.64%,45161325
3/12/2022,Jawa Tengah,,1275,60,2363,608938,32087,545782,5.27%,89.63%,36364072
3/12/2022,Jawa Timur,,1165,44,2324,564087,30941,520936,5.49%,92.35%,40479023
3/12/2022,Kalimantan Barat,,475,2,487,59963,1104,53021,1.84%,88.42%,5422814
3/12/2022,Kalimantan Selatan,,58,3,310,83637,2500,78527,2.99%,93.89%,4023049
3/12/2022,Kalimantan Tengah,,95,6,217,54377,1482,50310,2.73%,92.52%,2570289
3/12/2022,Kalimantan Timur,,474,9,1406,201946,5618,185235,2.78%,91.73%,3552191
3/12/2022,Kalimantan Utara,,210,2,174,43602,830,37898,1.90%,86.92%,648407
3/12/2022,Kepulauan Bangka Belitung,,196,0,352,63501,1528,58051,2.41%,91.42%,1379767
3/12/2022,Kepulauan Riau,,194,1,887,68000,1808,58951,2.66%,86.69%,1929400
3/12/2022,Lampung,,363,7,453,71258,4019,53390,5.64%,74.92%,9095591
3/12/2022,Maluku,,4,0,11,18491,284,18003,1.54%,97.36%,1847097
3/12/2022,Maluku Utara,,36,1,10,14169,317,13027,2.24%,91.94%,1307803
3/12/2022,Nusa Tenggara Barat,,21,0,35,35868,881,34032,2.46%,94.88%,5270247
3/12/2022,Nusa Tenggara Timur,,842,3,1174,85395,1420,74279,1.66%,86.98%,5411321
3/12/2022,Papua,,50,0,0,47428,574,35579,1.21%,75.02%,4340348
3/12/2022,Papua Barat,,54,0,47,30736,369,28979,1.20%,94.28%,1140701
3/12/2022,Riau,,342,9,783,148046,4291,138454,2.90%,93.52%,6074100
3/12/2022,Sulawesi Barat,,76,0,105,15004,374,13469,2.49%,89.77%,1559984
3/12/2022,Sulawesi Selatan,,380,4,1258,141280,2421,128824,1.71%,91.18%,9426885
3/12/2022,Sulawesi Tengah,,276,1,431,57813,1657,51457,2.87%,89.01%,2955567
3/12/2022,Sulawesi Tenggara,,17,0,78,25285,558,23936,2.21%,94.66%,2635461
3/12/2022,Sulawesi Utara,,58,7,1331,50963,1163,45771,2.28%,89.81%,2641884
3/12/2022,Sumatera Barat,,216,3,338,102181,2259,94180,2.21%,92.17%,5519245
3/12/2022,Sumatera Selatan,,109,11,616,79469,3262,71221,4.10%,89.62%,8217551
3/12/2022,Sumatera Utara,,448,14,1181,151789,3099,134238,2.04%,88.44%,14874889
3/13/2022,Aceh,,50,4,75,42320,2128,38080,5.03%,89.98%,5247257
3/13/2022,Bali,,101,5,175,155022,4518,148673,2.91%,95.90%,4216171
3/13/2022,Banten,,751,3,1006,281315,2897,255595,1.03%,90.86%,10722374
3/13/2022,Bengkulu,,59,1,171,28671,498,24869,1.74%,86.74%,1999539
3/13/2022,DKI Jakarta,,1874,35,2598,1218000,14946,1180865,1.23%,96.95%,10846145
3/13/2022,Daerah Istimewa Yogyakarta,,781,10,1319,213080,5589,173769,2.62%,81.55%,3631015
3/13/2022,Gorontalo,,35,0,42,13665,466,12623,3.41%,92.37%,1180651
3/13/2022,,,11585,215,25854,5890495,152166,5395433,2.58%,91.60%,265185520
3/13/2022,Jambi,,152,5,357,37097,843,34287,2.27%,92.43%,3493357
3/13/2022,Jawa Barat,,2382,16,4068,1072672,15417,963467,1.44%,89.82%,45161325
3/13/2022,Jawa Tengah,,1114,40,2083,610052,32127,547865,5.27%,89.81%,36364072
3/13/2022,Jawa Timur,,596,22,1933,564683,30963,522869,5.48%,92.60%,40479023
3/13/2022,Kalimantan Barat,,320,3,614,60283,1107,53635,1.84%,88.97%,5422814
3/13/2022,Kalimantan Selatan,,41,3,1018,83678,2503,79545,2.99%,95.06%,4023049
3/13/2022,Kalimantan Tengah,,95,2,210,54472,1484,50520,2.72%,92.74%,2570289
3/13/2022,Kalimantan Timur,,354,4,850,202300,5622,186085,2.78%,91.98%,3552191
3/13/2022,Kalimantan Utara,,179,0,93,43781,830,37991,1.90%,86.78%,648407
3/13/2022,Kepulauan Bangka Belitung,,174,3,369,63675,1531,58420,2.40%,91.75%,1379767
3/13/2022,Kepulauan Riau,,159,11,1421,68159,1819,60372,2.67%,88.58%,1929400
3/13/2022,Lampung,,300,4,504,71558,4023,53894,5.62%,75.32%,9095591
3/13/2022,Maluku,,6,0,6,18497,284,18009,1.54%,97.36%,1847097
3/13/2022,Maluku Utara,,14,0,21,14183,317,13048,2.24%,92.00%,1307803
3/13/2022,Nusa Tenggara Barat,,12,0,145,35880,881,34177,2.46%,95.25%,5270247
3/13/2022,Nusa Tenggara Timur,,593,5,836,85988,1425,75115,1.66%,87.36%,5411321
3/13/2022,Papua,,58,0,0,47486,574,35579,1.21%,74.93%,4340348
3/13/2022,Papua Barat,,30,1,90,30766,370,29069,1.20%,94.48%,1140701
3/13/2022,Riau,,268,7,737,148314,4298,139191,2.90%,93.85%,6074100
3/13/2022,Sulawesi Barat,,41,1,70,15045,375,13539,2.49%,89.99%,1559984
3/13/2022,Sulawesi Selatan,,155,6,1012,141435,2427,129836,1.72%,91.80%,9426885
3/13/2022,Sulawesi Tengah,,252,2,410,58065,1659,51867,2.86%,89.33%,2955567
3/13/2022,Sulawesi Tenggara,,28,0,49,25313,558,23985,2.20%,94.75%,2635461
3/13/2022,Sulawesi Utara,,37,3,1867,51000,1166,47638,2.29%,93.41%,2641884
3/13/2022,Sumatera Barat,,126,1,69,102307,2260,94249,2.21%,92.12%,5519245
3/13/2022,Sumatera Selatan,,92,8,493,79561,3270,71714,4.11%,90.14%,8217551
3/13/2022,Sumatera Utara,,356,12,1132,152145,3111,135370,2.04%,88.97%,14874889
3/14/2022,Aceh,,43,3,115,42363,2131,38195,5.03%,90.16%,5247257
3/14/2022,Bali,,95,3,303,155117,4521,148976,2.91%,96.04%,4216171
3/14/2022,Banten,,473,1,6192,281788,2898,261787,1.03%,92.90%,10722374
3/14/2022,Bengkulu,,42,4,178,28713,502,25047,1.75%,87.23%,1999539
3/14/2022,DKI Jakarta,,1307,33,3995,1219307,14979,1184860,1.23%,97.17%,10846145
3/14/2022,Daerah Istimewa Yogyakarta,,559,17,1583,213639,5606,175352,2.62%,82.08%,3631015
3/14/2022,Gorontalo,,27,1,62,13692,467,12685,3.41%,92.65%,1180651
3/14/2022,,,9629,271,39296,5900124,152437,5434729,2.58%,92.11%,265185520
3/14/2022,Jambi,,53,2,204,37150,845,34491,2.27%,92.84%,3493357
3/14/2022,Jawa Barat,,1842,29,9563,1074514,15446,973030,1.44%,90.56%,45161325
3/14/2022,Jawa Tengah,,927,63,3243,610979,32190,551108,5.27%,90.20%,36364072
3/14/2022,Jawa Timur,,838,37,2364,565521,31000,525233,5.48%,92.88%,40479023
3/14/2022,Kalimantan Barat,,247,3,773,60530,1110,54408,1.83%,89.89%,5422814
3/14/2022,Kalimantan Selatan,,18,3,87,83696,2506,79632,2.99%,95.14%,4023049
3/14/2022,Kalimantan Tengah,,61,0,324,54533,1484,50844,2.72%,93.24%,2570289
3/14/2022,Kalimantan Timur,,514,5,1393,202814,5627,187478,2.77%,92.44%,3552191
3/14/2022,Kalimantan Utara,,179,6,349,43960,836,38340,1.90%,87.22%,648407
3/14/2022,Kepulauan Bangka Belitung,,90,4,494,63765,1535,58914,2.41%,92.39%,1379767
3/14/2022,Kepulauan Riau,,175,8,1421,68334,1827,61793,2.67%,90.43%,1929400
3/14/2022,Lampung,,201,2,485,71759,4025,54379,5.61%,75.78%,9095591
3/14/2022,Maluku,,1,0,17,18498,284,18026,1.54%,97.45%,1847097
3/14/2022,Maluku Utara,,18,0,15,14201,317,13063,2.23%,91.99%,1307803
3/14/2022,Nusa Tenggara Barat,,11,1,238,35891,882,34415,2.46%,95.89%,5270247
3/14/2022,Nusa Tenggara Timur,,839,4,571,86827,1429,75686,1.65%,87.17%,5411321
3/14/2022,Papua,,59,0,0,47545,574,35579,1.21%,74.83%,4340348
3/14/2022,Papua Barat,,40,1,207,30806,371,29276,1.20%,95.03%,1140701
3/14/2022,Riau,,209,15,420,148523,4313,139611,2.90%,94.00%,6074100
3/14/2022,Sulawesi Barat,,37,1,105,15082,376,13644,2.49%,90.47%,1559984
3/14/2022,Sulawesi Selatan,,60,5,1445,141495,2432,131281,1.72%,92.78%,9426885
3/14/2022,Sulawesi Tengah,,296,7,465,58361,1666,52332,2.85%,89.67%,2955567
3/14/2022,Sulawesi Tenggara,,17,0,113,25330,558,24098,2.20%,95.14%,2635461
3/14/2022,Sulawesi Utara,,17,0,72,51017,1166,47710,2.29%,93.52%,2641884
3/14/2022,Sumatera Barat,,65,4,328,102372,2264,94577,2.21%,92.39%,5519245
3/14/2022,Sumatera Selatan,,62,4,516,79623,3274,72230,4.11%,90.71%,8217551
3/14/2022,Sumatera Utara,,213,7,1720,152358,3118,137090,2.05%,89.98%,14874889
3/15/2022,Aceh,,275,2,135,42638,2133,38330,5.00%,89.90%,5247257
3/15/2022,Bali,,109,2,183,155226,4523,149159,2.91%,96.09%,4216171
3/15/2022,Banten,,680,3,955,282468,2901,262742,1.03%,93.02%,10722374
3/15/2022,Bengkulu,,38,4,295,28751,506,25342,1.76%,88.14%,1999539
3/15/2022,DKI Jakarta,,1571,31,2297,1220878,15010,1187157,1.23%,97.24%,10846145
3/15/2022,Daerah Istimewa Yogyakarta,,838,20,1699,214477,5626,177051,2.62%,82.55%,3631015
3/15/2022,Gorontalo,,25,1,30,13717,468,12715,3.41%,92.70%,1180651
3/15/2022,,,14408,308,27615,5914532,152745,5462344,2.58%,92.35%,265185520
3/15/2022,Jambi,,143,1,326,37293,846,34817,2.27%,93.36%,3493357
3/15/2022,Jawa Barat,,3094,25,7186,1077608,15471,980216,1.44%,90.96%,45161325
3/15/2022,Jawa Tengah,,1581,90,3156,612560,32280,554264,5.27%,90.48%,36364072
3/15/2022,Jawa Timur,,1140,39,1951,566661,31039,527184,5.48%,93.03%,40479023
3/15/2022,Kalimantan Barat,,544,2,784,61074,1112,55192,1.82%,90.37%,5422814
3/15/2022,Kalimantan Selatan,,62,3,317,83758,2509,79949,3.00%,95.45%,4023049
3/15/2022,Kalimantan Tengah,,98,0,177,54631,1484,51021,2.72%,93.39%,2570289
3/15/2022,Kalimantan Timur,,486,5,1559,203300,5632,189037,2.77%,92.98%,3552191
3/15/2022,Kalimantan Utara,,231,2,780,44191,838,39120,1.90%,88.52%,648407
3/15/2022,Kepulauan Bangka Belitung,,257,5,437,64022,1540,59351,2.41%,92.70%,1379767
3/15/2022,Kepulauan Riau,,197,6,64,68531,1833,61857,2.67%,90.26%,1929400
3/15/2022,Lampung,,285,5,347,72044,4030,54726,5.59%,75.96%,9095591
3/15/2022,Maluku,,1,2,17,18499,286,18043,1.55%,97.54%,1847097
3/15/2022,Maluku Utara,,25,0,34,14226,317,13097,2.23%,92.06%,1307803
3/15/2022,Nusa Tenggara Barat,,12,4,27,35903,886,34442,2.47%,95.93%,5270247
3/15/2022,Nusa Tenggara Timur,,890,3,1168,87717,1432,76854,1.63%,87.62%,5411321
3/15/2022,Papua,,80,0,0,47625,574,35579,1.21%,74.71%,4340348
3/15/2022,Papua Barat,,50,0,153,30856,371,29429,1.20%,95.38%,1140701
3/15/2022,Riau,,335,6,685,148858,4319,140296,2.90%,94.25%,6074100
3/15/2022,Sulawesi Barat,,73,3,124,15155,379,13768,2.50%,90.85%,1559984
3/15/2022,Sulawesi Selatan,,292,4,94,141787,2436,131375,1.72%,92.66%,9426885
3/15/2022,Sulawesi Tengah,,315,3,332,58676,1669,52664,2.84%,89.75%,2955567
3/15/2022,Sulawesi Tenggara,,37,2,38,25367,560,24136,2.21%,95.15%,2635461
3/15/2022,Sulawesi Utara,,67,9,539,51084,1175,48249,2.30%,94.45%,2641884
3/15/2022,Sumatera Barat,,155,14,183,102527,2278,94760,2.22%,92.42%,5519245
3/15/2022,Sumatera Selatan,,104,4,336,79727,3278,72566,4.11%,91.02%,8217551
3/15/2022,Sumatera Utara,,318,6,1181,152676,3124,138271,2.05%,90.56%,14874889
3/16/2022,Aceh,,243,1,96,42881,2134,38426,4.98%,89.61%,5247257
3/16/2022,Bali,,103,3,223,155329,4526,149382,2.91%,96.17%,4216171
3/16/2022,Banten,,653,3,2779,283121,2904,265521,1.03%,93.78%,10722374
3/16/2022,Bengkulu,,65,1,145,28816,507,25487,1.76%,88.45%,1999539
3/16/2022,DKI Jakarta,,1706,12,2399,1222584,15022,1189556,1.23%,97.30%,10846145
3/16/2022,Daerah Istimewa Yogyakarta,,797,19,1285,215274,5645,178336,2.62%,82.84%,3631015
3/16/2022,Gorontalo,,25,1,16,13742,469,12731,3.41%,92.64%,1180651
3/16/2022,,,13018,230,32262,5927550,152975,5494606,2.58%,92.70%,265185520
3/16/2022,Jambi,,135,2,281,37428,848,35098,2.27%,93.77%,3493357
3/16/2022,Jawa Barat,,2714,20,9728,1080322,15491,989944,1.43%,91.63%,45161325
3/16/2022,Jawa Tengah,,1776,63,2092,614336,32343,556356,5.26%,90.56%,36364072
3/16/2022,Jawa Timur,,904,36,1770,567565,31075,528954,5.48%,93.20%,40479023
3/16/2022,Kalimantan Barat,,410,3,650,61484,1115,55842,1.81%,90.82%,5422814
3/16/2022,Kalimantan Selatan,,33,3,231,83791,2512,80180,3.00%,95.69%,4023049
3/16/2022,Kalimantan Tengah,,109,4,396,54740,1488,51417,2.72%,93.93%,2570289
3/16/2022,Kalimantan Timur,,387,8,1077,203687,5640,190114,2.77%,93.34%,3552191
3/16/2022,Kalimantan Utara,,135,2,293,44326,840,39413,1.90%,88.92%,648407
3/16/2022,Kepulauan Bangka Belitung,,164,3,330,64186,1543,59681,2.40%,92.98%,1379767
3/16/2022,Kepulauan Riau,,151,1,668,68682,1834,62525,2.67%,91.04%,1929400
3/16/2022,Lampung,,219,5,444,72263,4035,55170,5.58%,76.35%,9095591
3/16/2022,Maluku,,4,0,7,18503,286,18050,1.55%,97.55%,1847097
3/16/2022,Maluku Utara,,23,1,32,14249,318,13129,2.23%,92.14%,1307803
3/16/2022,Nusa Tenggara Barat,,4,1,42,35907,887,34484,2.47%,96.04%,5270247
3/16/2022,Nusa Tenggara Timur,,886,1,925,88603,1433,77779,1.62%,87.78%,5411321
3/16/2022,Papua,,57,0,0,47682,574,35579,1.20%,74.62%,4340348
3/16/2022,Papua Barat,,31,0,140,30887,371,29569,1.20%,95.73%,1140701
3/16/2022,Riau,,202,7,501,149060,4326,140797,2.90%,94.46%,6074100
3/16/2022,Sulawesi Barat,,39,2,163,15194,381,13931,2.51%,91.69%,1559984
3/16/2022,Sulawesi Selatan,,223,1,1590,142010,2437,132965,1.72%,93.63%,9426885
3/16/2022,Sulawesi Tengah,,282,3,518,58958,1672,53182,2.84%,90.20%,2955567
3/16/2022,Sulawesi Tenggara,,22,0,75,25389,560,24211,2.21%,95.36%,2635461
3/16/2022,Sulawesi Utara,,37,2,299,51121,1177,48548,2.30%,94.97%,2641884
3/16/2022,Sumatera Barat,,139,8,285,102666,2286,95045,2.23%,92.58%,5519245
3/16/2022,Sumatera Selatan,,81,4,334,79808,3282,72900,4.11%,91.34%,8217551
3/16/2022,Sumatera Utara,,259,12,2433,152935,3136,140704,2.05%,92.00%,14874889
3/17/2022,Aceh,,117,5,25,42998,2139,38451,4.97%,89.43%,5247257
3/17/2022,Bali,,80,2,193,155409,4528,149575,2.91%,96.25%,4216171
3/17/2022,Banten,,656,2,630,283777,2906,266151,1.02%,93.79%,10722374
3/17/2022,Bengkulu,,31,2,272,28847,509,25759,1.76%,89.30%,1999539
3/17/2022,DKI Jakarta,,1583,12,3664,1224167,15034,1193220,1.23%,97.47%,10846145
3/17/2022,Daerah Istimewa Yogyakarta,,612,14,1377,215886,5659,179713,2.62%,83.24%,3631015
3/17/2022,Gorontalo,,13,3,60,13755,472,12791,3.43%,92.99%,1180651
3/17/2022,,,11532,237,28787,5939082,153212,5523393,2.58%,93.00%,265185520
3/17/2022,Jambi,,133,0,161,37561,848,35259,2.26%,93.87%,3493357
3/17/2022,Jawa Barat,,2470,22,8517,1082792,15513,998461,1.43%,92.21%,45161325
3/17/2022,Jawa Tengah,,1449,60,2565,615785,32403,558921,5.26%,90.77%,36364072
3/17/2022,Jawa Timur,,725,34,1541,568290,31109,530495,5.47%,93.35%,40479023
3/17/2022,Kalimantan Barat,,417,1,675,61901,1116,56517,1.80%,91.30%,5422814
3/17/2022,Kalimantan Selatan,,54,0,128,83845,2512,80308,3.00%,95.78%,4023049
3/17/2022,Kalimantan Tengah,,68,1,208,54808,1489,51625,2.72%,94.19%,2570289
3/17/2022,Kalimantan Timur,,382,6,1467,204069,5646,191581,2.77%,93.88%,3552191
3/17/2022,Kalimantan Utara,,137,2,227,44463,842,39640,1.89%,89.15%,648407
3/17/2022,Kepulauan Bangka Belitung,,171,5,426,64357,1548,60107,2.41%,93.40%,1379767
3/17/2022,Kepulauan Riau,,153,4,561,68835,1838,63086,2.67%,91.65%,1929400
3/17/2022,Lampung,,203,3,554,72466,4038,55724,5.57%,76.90%,9095591
3/17/2022,Maluku,,4,0,4,18507,286,18054,1.55%,97.55%,1847097
3/17/2022,Maluku Utara,,11,3,42,14260,321,13171,2.25%,92.36%,1307803
3/17/2022,Nusa Tenggara Barat,,7,0,77,35914,887,34561,2.47%,96.23%,5270247
3/17/2022,Nusa Tenggara Timur,,771,4,654,89374,1437,78433,1.61%,87.76%,5411321
3/17/2022,Papua,,43,0,0,47725,574,35579,1.20%,74.55%,4340348
3/17/2022,Papua Barat,,41,0,145,30928,371,29714,1.20%,96.07%,1140701
3/17/2022,Riau,,230,6,357,149290,4332,141154,2.90%,94.55%,6074100
3/17/2022,Sulawesi Barat,,48,3,80,15242,384,14011,2.52%,91.92%,1559984
3/17/2022,Sulawesi Selatan,,180,2,863,142190,2439,133828,1.72%,94.12%,9426885
3/17/2022,Sulawesi Tengah,,300,4,373,59258,1676,53555,2.83%,90.38%,2955567
3/17/2022,Sulawesi Tenggara,,14,0,67,25403,560,24278,2.20%,95.57%,2635461
3/17/2022,Sulawesi Utara,,36,4,249,51157,1181,48797,2.31%,95.39%,2641884
3/17/2022,Sumatera Barat,,95,7,307,102761,2293,95352,2.23%,92.79%,5519245
3/17/2022,Sumatera Selatan,,43,2,280,79851,3284,73180,4.11%,91.65%,8217551
3/17/2022,Sumatera Utara,,254,24,2022,153189,3160,142726,2.06%,93.17%,14874889
3/18/2022,Aceh,,94,3,180,43092,2142,38631,4.97%,89.65%,5247257
3/18/2022,Bali,,81,2,168,155490,4530,149743,2.91%,96.30%,4216171
3/18/2022,Banten,,536,1,357,284313,2907,266508,1.02%,93.74%,10722374
3/18/2022,Bengkulu,,32,1,407,28879,510,26166,1.77%,90.61%,1999539
3/18/2022,DKI Jakarta,,1516,18,2865,1225683,15052,1196085,1.23%,97.59%,10846145
3/18/2022,Daerah Istimewa Yogyakarta,,500,14,1150,216386,5673,180863,2.62%,83.58%,3631015
3/18/2022,Gorontalo,,9,0,18,13764,472,12809,3.43%,93.06%,1180651
3/18/2022,,,9528,199,25827,5948610,153411,5549220,2.58%,93.29%,265185520
3/18/2022,Jambi,,83,3,256,37644,851,35515,2.26%,94.34%,3493357
3/18/2022,Jawa Barat,,2156,12,7984,1084948,15525,1006445,1.43%,92.76%,45161325
3/18/2022,Jawa Tengah,,1040,53,2221,616825,32456,561142,5.26%,90.97%,36364072
3/18/2022,Jawa Timur,,661,36,1423,568951,31145,531918,5.47%,93.49%,40479023
3/18/2022,Kalimantan Barat,,143,3,646,62044,1119,57163,1.80%,92.13%,5422814
3/18/2022,Kalimantan Selatan,,31,4,352,83876,2516,80660,3.00%,96.17%,4023049
3/18/2022,Kalimantan Tengah,,83,4,186,54891,1493,51811,2.72%,94.39%,2570289
3/18/2022,Kalimantan Timur,,261,5,1008,204330,5651,192589,2.77%,94.25%,3552191
3/18/2022,Kalimantan Utara,,174,0,167,44637,842,39807,1.89%,89.18%,648407
3/18/2022,Kepulauan Bangka Belitung,,118,3,464,64475,1551,60571,2.41%,93.94%,1379767
3/18/2022,Kepulauan Riau,,100,1,52,68935,1839,63138,2.67%,91.59%,1929400
3/18/2022,Lampung,,192,6,427,72658,4044,56151,5.57%,77.28%,9095591
3/18/2022,Maluku,,0,0,68,18507,286,18122,1.55%,97.92%,1847097
3/18/2022,Maluku Utara,,16,0,5,14276,321,13176,2.25%,92.29%,1307803
3/18/2022,Nusa Tenggara Barat,,5,1,106,35919,888,34667,2.47%,96.51%,5270247
3/18/2022,Nusa Tenggara Timur,,722,1,1048,90096,1438,79481,1.60%,88.22%,5411321
3/18/2022,Papua,,44,0,0,47769,574,35579,1.20%,74.48%,4340348
3/18/2022,Papua Barat,,18,0,232,30946,371,29946,1.20%,96.77%,1140701
3/18/2022,Riau,,188,8,265,149478,4340,141419,2.90%,94.61%,6074100
3/18/2022,Sulawesi Barat,,41,0,82,15283,384,14093,2.51%,92.21%,1559984
3/18/2022,Sulawesi Selatan,,114,2,1233,142304,2441,135061,1.72%,94.91%,9426885
3/18/2022,Sulawesi Tengah,,172,4,525,59430,1680,54080,2.83%,91.00%,2955567
3/18/2022,Sulawesi Tenggara,,15,0,60,25418,560,24338,2.20%,95.75%,2635461
3/18/2022,Sulawesi Utara,,48,0,124,51205,1181,48921,2.31%,95.54%,2641884
3/18/2022,Sumatera Barat,,96,1,329,102857,2294,95681,2.23%,93.02%,5519245
3/18/2022,Sumatera Selatan,,35,2,185,79886,3286,73365,4.11%,91.84%,8217551
3/18/2022,Sumatera Utara,,206,10,1309,153395,3170,144035,2.07%,93.90%,14874889
3/19/2022,Aceh,,25,4,130,43117,2146,38761,4.98%,89.90%,5247257
3/19/2022,Bali,,77,5,187,155567,4535,149930,2.92%,96.38%,4216171
3/19/2022,Banten,,466,1,672,284779,2908,267180,1.02%,93.82%,10722374
3/19/2022,Bengkulu,,21,0,194,28900,510,26360,1.76%,91.21%,1999539
3/19/2022,DKI Jakarta,,1485,11,2578,1227168,15063,1198663,1.23%,97.68%,10846145
3/19/2022,Daerah Istimewa Yogyakarta,,435,21,1489,216821,5694,182352,2.63%,84.10%,3631015
3/19/2022,Gorontalo,,6,0,22,13770,472,12831,3.43%,93.18%,1180651
3/19/2022,,,7951,188,24008,5956561,153599,5573228,2.58%,93.56%,265185520
3/19/2022,Jambi,,60,3,199,37704,854,35714,2.27%,94.72%,3493357
3/19/2022,Jawa Barat,,1720,14,8476,1086668,15539,1014921,1.43%,93.40%,45161325
3/19/2022,Jawa Tengah,,901,49,1407,617726,32505,562549,5.26%,91.07%,36364072
3/19/2022,Jawa Timur,,470,24,1107,569421,31169,533025,5.47%,93.61%,40479023
3/19/2022,Kalimantan Barat,,292,1,0,62336,1120,57163,1.80%,91.70%,5422814
3/19/2022,Kalimantan Selatan,,16,0,92,83892,2516,80752,3.00%,96.26%,4023049
3/19/2022,Kalimantan Tengah,,62,1,144,54953,1494,51955,2.72%,94.54%,2570289
3/19/2022,Kalimantan Timur,,205,5,1079,204535,5656,193668,2.77%,94.69%,3552191
3/19/2022,Kalimantan Utara,,116,1,875,44753,843,40682,1.88%,90.90%,648407
3/19/2022,Kepulauan Bangka Belitung,,120,4,371,64595,1555,60942,2.41%,94.34%,1379767
3/19/2022,Kepulauan Riau,,113,0,139,69048,1839,63277,2.66%,91.64%,1929400
3/19/2022,Lampung,,168,10,242,72826,4054,56393,5.57%,77.44%,9095591
3/19/2022,Maluku,,3,0,2,18510,286,18124,1.55%,97.91%,1847097
3/19/2022,Maluku Utara,,35,0,1,14311,321,13177,2.24%,92.08%,1307803
3/19/2022,Nusa Tenggara Barat,,6,0,8,35925,888,34675,2.47%,96.52%,5270247
3/19/2022,Nusa Tenggara Timur,,339,6,972,90435,1444,80453,1.60%,88.96%,5411321
3/19/2022,Papua,,41,0,0,47810,574,35579,1.20%,74.42%,4340348
3/19/2022,Papua Barat,,16,0,83,30962,371,30029,1.20%,96.99%,1140701
3/19/2022,Riau,,134,7,729,149612,4347,142148,2.91%,95.01%,6074100
3/19/2022,Sulawesi Barat,,37,0,77,15320,384,14170,2.51%,92.49%,1559984
3/19/2022,Sulawesi Selatan,,128,5,420,142432,2446,135481,1.72%,95.12%,9426885
3/19/2022,Sulawesi Tengah,,122,3,233,59552,1683,54313,2.83%,91.20%,2955567
3/19/2022,Sulawesi Tenggara,,3,0,32,25421,560,24370,2.20%,95.87%,2635461
3/19/2022,Sulawesi Utara,,15,1,87,51220,1182,49008,2.31%,95.68%,2641884
3/19/2022,Sumatera Barat,,101,3,122,102958,2297,95803,2.23%,93.05%,5519245
3/19/2022,Sumatera Selatan,,60,5,228,79946,3291,73593,4.12%,92.05%,8217551
3/19/2022,Sumatera Utara,,153,3,874,153548,3173,144909,2.07%,94.37%,14874889
3/20/2022,Aceh,,65,4,51,43182,2150,38812,4.98%,89.88%,5247257
3/20/2022,Bali,,56,1,134,155623,4536,150064,2.91%,96.43%,4216171
3/20/2022,Banten,,449,0,700,285228,2908,267880,1.02%,93.92%,10722374
3/20/2022,Bengkulu,,9,0,203,28909,510,26563,1.76%,91.88%,1999539
3/20/2022,DKI Jakarta,,1167,13,2250,1228335,15076,1200913,1.23%,97.77%,10846145
